Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S29494588,Common Raven,Corvus corax,21121,1,US-TX,Denton,L1052368,Big Bend NP--Daniel's Ranch Rd.,29.1858683,-102.9679656,2015-07-25,07:50 AM,eBird - Traveling Count,150,1,1.207,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S38203066,Common Raven,Corvus corax,21121,14,US-AZ,Coconino,L281856,Grand Canyon NP--South Rim,36.016,-112.09,2020-07-01,09:40 AM,eBird - Traveling Count,605,1,40.234,,2,,,,
S26908911,Common Raven,Corvus corax,21121,1,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2014-04-19,10:22 AM,eBird - Traveling Count,50,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S38340341,Common Raven,Corvus corax,21121,3,US-CA,San Francisco,L1006665,Lands End,37.7862499,-122.5063992,2018-03-29,03:40 PM,eBird - Traveling Count,100,1,1.609,,1,,,,
S24378244,Common Raven,Corvus corax,21121,3,US-CA,Santa Clara,L231517,Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible),37.4541093,-121.974181,2017-04-21,11:50 AM,eBird - Traveling Count,97,1,1.931,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S38365658,Common Raven,Corvus corax,21121,2,US-CA,Santa Cruz,L280576,Big Basin Redwoods SP (inland only)--please consider using more specific location,37.168643,-122.2213799,2017-05-12,11:45 AM,eBird - Traveling Count,105,1,1.609,,2,,,,
S36968939,Carolina Chickadee,Poecile carolinensis,21558,4,US-TX,Comal,L5854930,1441 (Private),30.159205,-97.3144913,2018-04-22,07:50 AM,eBird - Traveling Count,86,1,1.207,,1,,,"65 degrees, clear skies, little to no wind.",
S24901991,Carolina Chickadee,Poecile carolinensis,21558,3,US-TX,Dallas,L1345402,Bamberger Nature Park,29.5601056,-98.6302328,2016-01-03,04:00 PM,eBird - Traveling Count,68,1,2.575,,1,,,"<br />Submitted from eBird for iOS, version 1.1.1 Build 19",
S21013805,Carolina Chickadee,Poecile carolinensis,21558,1,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2015-08-07,10:54 PM,eBird - Traveling Count,2,1,.805,,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.8",
S26908018,Carolina Chickadee,Poecile carolinensis,21558,3,US-TX,Williamson,L284140,Canyon Lake--Dam & Nature Trl below dam (HOTE 073),29.8696133,-98.1951008,2014-04-19,08:49 AM,eBird - Traveling Count,75,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S53651279,Carolina Chickadee,Poecile carolinensis,21558,2,US-TX,Bastrop,L775386,McInnish Park,32.9635946,-96.9416428,2014-07-09,05:15 PM,eBird - Traveling Count,71,1,1.609,,1,,,"77 degrees, clear, little to no wind.",
S54580292,Carolina Chickadee,Poecile carolinensis,21558,3,US-TX,Brazoria,L1050285,Lewisville Lake Environmental Learning Area (LLELA),33.0662579,-96.9750008,2017-12-23,08:28 AM,eBird - Traveling Count,68,1,5.529,,1,,,,
S18494951,Carolina Chickadee,Poecile carolinensis,21558,4,US-TX,Chambers,L141106,Brazos Bend SP (UTC 117),29.3735739,-95.6230259,2018-12-26,05:15 PM,eBird - Traveling Count,150,1,3.219,,4,,,,
S33586916,Carolina Chickadee,Poecile carolinensis,21558,1,US-TX,Nueces,L257187,Bear Creek Park (UTC 097),29.8247288,-95.6288409,2018-02-03,02:00 PM,eBird - Traveling Count,70,1,.805,,1,,,,
S65225330,Carolina Chickadee,Poecile carolinensis,21558,2,US-TX,Bexar,L227485,River Legacy Park,32.7828445,-97.1163169,2017-07-25,06:12 PM,eBird - Traveling Count,29,1,.857,,1,,,,
S46851216,Carolina Chickadee,Poecile carolinensis,21558,3,US-TX,Collin,L697965,"Berry Springs Park, Georgetown",30.6820084,-97.6417637,2019-03-10,08:14 AM,eBird - Traveling Count,58,1,2.647,,1,,,"83 degrees, partly cloudy, little to no wind.",
S38203066,Mountain Chickadee,Poecile gambeli,21575,10,US-AZ,Coconino,L281856,Grand Canyon NP--South Rim,36.016,-112.09,2020-07-01,09:40 AM,eBird - Traveling Count,605,1,40.234,,2,,,,
S92347128,Chestnut-backed Chickadee,Poecile rufescens,21591,2,US-CA,San Francisco,L1006665,Lands End,37.7862499,-122.5063992,2017-07-20,02:37 PM,eBird - Traveling Count,58,1,2.074,,1,,,,
S24386817,Chestnut-backed Chickadee,Poecile rufescens,21591,3,US-CA,Santa Clara,L3813150,Sky view  and  Camelot Drive,37.403447,-121.835931,2016-03-27,08:00 AM,eBird - Traveling Count,42,1,.966,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S38365658,Chestnut-backed Chickadee,Poecile rufescens,21591,15,US-CA,Santa Cruz,L280576,Big Basin Redwoods SP (inland only)--please consider using more specific location,37.168643,-122.2213799,2017-05-12,11:45 AM,eBird - Traveling Count,105,1,1.609,,2,,,,
S38228193,Oak Titmouse,Baeolophus inornatus,21647,2,US-CA,Santa Clara,L370800,Alum Rock Park,37.3950846,-121.8036175,2017-05-18,07:40 PM,eBird - Traveling Count,55,1,.805,,2,,,,
S92154898,Oak Titmouse,Baeolophus inornatus,21647,1,US-CA,Santa Cruz,L839427,Santa Cruz Harbor--lower harbor and jetty,36.9630553,-122.0021118,2021-11-28,02:53 PM,eBird - Traveling Count,12,1,.45,,1,,,,
S38203066,Juniper Titmouse,Baeolophus ridgwayi,21652,4,US-AZ,Coconino,L281856,Grand Canyon NP--South Rim,36.016,-112.09,2020-07-01,09:40 AM,eBird - Traveling Count,605,1,40.234,,2,,,,
S36968939,Tufted Titmouse,Baeolophus bicolor,21657,1,US-TX,Comal,L5854930,1441 (Private),30.159205,-97.3144913,2018-04-22,07:50 AM,eBird - Traveling Count,86,1,1.207,,1,,,"65 degrees, clear skies, little to no wind.",
S26029601,Tufted Titmouse,Baeolophus bicolor,21657,1,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2018-11-23,12:20 PM,eBird - Traveling Count,42,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",
S53641937,Tufted Titmouse,Baeolophus bicolor,21657,1,US-TX,Bastrop,L600803,Trinity River Audubon Center,32.703804,-96.705555,2014-07-09,12:41 PM,eBird - Traveling Count,82,1,2.012,,1,,,"80 degrees, clear, wind 10-15 mph.",
S54580292,Tufted Titmouse,Baeolophus bicolor,21657,3,US-TX,Brazoria,L1050285,Lewisville Lake Environmental Learning Area (LLELA),33.0662579,-96.9750008,2017-12-23,08:28 AM,eBird - Traveling Count,68,1,5.529,,1,,,,
S18494951,Tufted Titmouse,Baeolophus bicolor,21657,2,US-TX,Chambers,L141106,Brazos Bend SP (UTC 117),29.3735739,-95.6230259,2018-12-26,05:15 PM,eBird - Traveling Count,150,1,3.219,,4,,,,
S36158181,Tufted Titmouse,Baeolophus bicolor,21657,1,US-TX,Harris,L209616,High Island--Boy Scout Woods (UTC 055),29.5613445,-94.3902236,2018-02-24,06:10 PM,eBird - Traveling Count,30,1,.322,,2,,,,
S33586916,Tufted Titmouse,Baeolophus bicolor,21657,4,US-TX,Nueces,L257187,Bear Creek Park (UTC 097),29.8247288,-95.6288409,2018-02-03,02:00 PM,eBird - Traveling Count,70,1,.805,,1,,,,
S27192125,Black-crested Titmouse,Baeolophus atricristatus,21660,1,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2019-05-14,12:20 PM,eBird - Traveling Count,115,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S33150894,Black-crested Titmouse,Baeolophus atricristatus,21660,1,US-TX,Dallas,L783521,Crescent Bend Nature Park (Bexar Co.),29.5502272,-98.2325739,2019-05-12,12:40 PM,eBird - Traveling Count,75,1,.322,,1,,,,
S57143723,Black-crested Titmouse,Baeolophus atricristatus,21660,2,US-TX,Denton,L3623818,Big Bend NP--Boot Canyon Trail,29.2482183,-103.2933675,2015-11-28,11:30 AM,eBird - Traveling Count,71,1,1.931,,1,,,,
S19054145,Black-crested Titmouse,Baeolophus atricristatus,21660,8,US-TX,Aransas,L129070,Sabal Palm Sanctuary (LTC 042),25.85233,-97.4176839,2017-10-07,08:30 AM,eBird - Traveling Count,180,1,3.219,,2,,,,
S28373572,Black-crested Titmouse,Baeolophus atricristatus,21660,2,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2016-04-05,06:02 PM,eBird - Traveling Count,37,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S27689893,Black-crested Titmouse,Baeolophus atricristatus,21660,2,US-TX,Brewster,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,2017-12-11,01:15 PM,eBird - Traveling Count,102,1,3.219,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S28658846,Black-crested Titmouse,Baeolophus atricristatus,21660,3,US-TX,Collin,L849838,Booty's Road Park,30.6632943,-97.7160931,2017-03-07,10:20 AM,eBird - Traveling Count,74,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S54291043,Tufted x Black-crested Titmouse (hybrid),Baeolophus bicolor x atricristatus,21664,1,US-TX,Comal,L8928155,Pearce Lane,30.140888,-97.5674817,2013-12-26,08:00 AM,eBird - Traveling Count,125,1,2.012,,1,,,"62 degrees, mostly clear skies, wind 5 mph.  Survey on private property. Exact location not specified to protect landowner's privacy.",
S62586921,Tufted x Black-crested Titmouse (hybrid),Baeolophus bicolor x atricristatus,21664,8,US-TX,Dallas,L956160,Brackenridge Park--Joske Pavilion & Lambert Beach,29.4629383,-98.4698155,2017-07-15,08:38 AM,eBird - Traveling Count,68,1,1.931,,1,,,"45-55 degrees, clear, little to no wind.",
S56580600,Tufted x Black-crested Titmouse (hybrid),Baeolophus bicolor x atricristatus,21664,1,US-TX,Williamson,L1437688,Canyon Lake--Overlook Park/SE Nature trails,29.8603424,-98.1966476,2020-09-10,11:08 AM,eBird - Traveling Count,29,1,1.287,,1,,,,
S46851216,Tufted x Black-crested Titmouse (hybrid),Baeolophus bicolor x atricristatus,21664,2,US-TX,Collin,L697965,"Berry Springs Park, Georgetown",30.6820084,-97.6417637,2019-03-10,08:14 AM,eBird - Traveling Count,58,1,2.647,,1,,,"83 degrees, partly cloudy, little to no wind.",
S56274681,Tufted/Black-crested Titmouse,Baeolophus bicolor/atricristatus,21665,2,US-TX,Fort Bend,L454308,"Rose Hill Cemetery, Corpus Christi",27.7908875,-97.4213639,2016-09-21,09:47 AM,eBird - Traveling Count,30,1,1.287,,1,,,,
S26954086,Verdin,Auriparus flaviceps,21762,6,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2018-10-30,08:33 AM,eBird - Traveling Count,320,1,8.047,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S43224489,Verdin,Auriparus flaviceps,21762,1,US-TX,Denton,L128913,Big Bend NP (please use more specific location if possible),29.2495625,-103.2501433,2017-02-03,04:39 PM,eBird - Traveling Count,15,1,.402,,1,,,,
S62808895,Verdin,Auriparus flaviceps,21762,1,US-TX,Aransas,L129005,Laguna Atascosa NWR (LTC 024),26.2295776,-97.3466982,2016-04-24,09:29 AM,eBird - Traveling Count,95,1,4.072,,1,,,,
S38161400,Verdin,Auriparus flaviceps,21762,1,US-NM,Dona Ana,L6092041,Mesilla Hills Dr,32.266268,-106.83758,2017-04-15,07:05 AM,eBird - Traveling Count,20,1,.161,,2,,,,
S27703962,Verdin,Auriparus flaviceps,21762,1,US-TX,Brewster,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,2017-12-11,04:50 PM,eBird - Traveling Count,104,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S34128948,Horned Lark,Eremophila alpestris,22065,3,US-TX,Collin,L294849,Granger Lake Area (HOTE 031),30.7001608,-97.3597466,2017-01-11,07:28 AM,eBird - Traveling Count,155,1,32.187,,2,,CR 346,,
S85753007,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,40,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2015-10-09,01:21 PM,eBird - Traveling Count,158,1,7.725,,1,,,,
S43224525,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,1,US-TX,Denton,L128907,Big Bend NP--Rio Grande Village (FWTX 44),29.1809226,-102.9557133,2016-10-03,03:22 PM,eBird - Traveling Count,50,1,2.012,,1,,,Rio Grande Village,
S29147372,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,2,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2018-10-19,07:15 AM,eBird - Traveling Count,132,1,4.023,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S53669049,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,5,US-TX,Tarrant,L381517,"Oak Point Park, Plano",33.0560833,-96.6711473,2015-07-24,10:10 AM,eBird - Traveling Count,80,1,2.012,,1,,Flying over the pond,"53 degrees, overcast, wind 5-10 mph.",
S35138794,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,2,US-TX,Williamson,L1863424,"Faust St. Bridge area, New Braunfels",29.697258,-98.1070341,2014-10-11,05:08 PM,eBird - Casual Observation,,0,,,1,,,,
S54580292,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,1,US-TX,Brazoria,L1050285,Lewisville Lake Environmental Learning Area (LLELA),33.0662579,-96.9750008,2017-12-23,08:28 AM,eBird - Traveling Count,68,1,5.529,,1,,,,
S36184027,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,1,US-TX,Harris,L3558020,High Island--Oilfield Road SE (access revoked),29.553829,-94.383573,2016-03-24,06:20 PM,eBird - Traveling Count,42,1,1.609,,2,,,,
S134634029,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2017-07-23,01:46 PM,eBird - Traveling Count,71,1,.542,,1,,,,
S24332688,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,1,US-CA,Santa Clara,L1608963,Penitencia Creek Trail,37.3924312,-121.8375721,2016-05-07,07:40 PM,eBird - Traveling Count,45,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S67352528,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,3,US-TX,Collin,L849838,Booty's Road Park,30.6632943,-97.7160931,2015-07-26,09:03 AM,eBird - Traveling Count,62,1,1.207,,1,,,,
S28919233,Purple Martin,Progne subis,23509,6,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2016-06-14,09:25 AM,eBird - Traveling Count,150,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S28581343,Purple Martin,Progne subis,23509,5,US-TX,Dallas,L1494343,Leon Creek Greenway--Buddy Calk Trailhead/Earl Scott Pond area,29.5563814,-98.6283979,2017-03-12,12:48 PM,eBird - Traveling Count,42,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S35064944,Purple Martin,Progne subis,23509,1,US-TX,Aransas,L129070,Sabal Palm Sanctuary (LTC 042),25.85233,-97.4176839,2020-02-24,10:19 AM,eBird - Traveling Count,75,1,1.609,,1,,,,
S86242157,Purple Martin,Progne subis,23509,1,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-12-24,08:10 AM,eBird - Traveling Count,186,1,10.789,,1,,,,
S37981688,Purple Martin,Progne subis,23509,3,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2016-01-15,06:50 AM,eBird - Traveling Count,72,1,1.609,,1,,,"78 degrees, overcast, slight breeze.",
S29424399,Purple Martin,Progne subis,23509,2,US-TX,Williamson,L4565181,Cross Canyon (Limited Access),29.9521057,-98.3406374,2021-12-04,08:00 AM,eBird - Traveling Count,210,1,2.414,,1,,,"68-80 degrees, sunny, little to no wind.",
S18494951,Purple Martin,Progne subis,23509,3,US-TX,Chambers,L141106,Brazos Bend SP (UTC 117),29.3735739,-95.6230259,2018-12-26,05:15 PM,eBird - Traveling Count,150,1,3.219,,4,,,,
S36172944,Purple Martin,Progne subis,23509,1,US-TX,Harris,L1141373,"Bob Road, Bolivar",29.4630283,-94.6309519,2016-03-24,01:10 PM,eBird - Traveling Count,26,1,.322,,2,,,,
S19054063,Purple Martin,Progne subis,23509,6,US-TX,Brewster,L259855,Estero Llano Grande SP WBC (LTC 054),26.1268335,-97.9578167,2017-07-05,08:40 AM,eBird - Traveling Count,200,1,4.828,,1,,,"Overcast, light breeze.",
S29299552,Purple Martin,Progne subis,23509,3,US-TX,Fort Bend,L374130,Blucher Park (CTC 071),27.791317,-97.399174,2014-05-20,08:49 AM,eBird - Traveling Count,88,1,.644,,1,,,"Blucher Park and the Nature Conservancy House  <br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S46851216,Purple Martin,Progne subis,23509,3,US-TX,Collin,L697965,"Berry Springs Park, Georgetown",30.6820084,-97.6417637,2019-03-10,08:14 AM,eBird - Traveling Count,58,1,2.647,,1,,,"83 degrees, partly cloudy, little to no wind.",
S44788180,Tree Swallow,Tachycineta bicolor,23533,40,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-11-04,07:24 AM,eBird - Traveling Count,324,1,14.484,,2,,,"65-70 degrees, overcast, wind 5-15 mph NE.",
S44796170,Tree Swallow,Tachycineta bicolor,23533,1,US-TX,Harris,L209616,High Island--Boy Scout Woods (UTC 055),29.5613445,-94.3902236,2014-11-04,01:50 PM,eBird - Traveling Count,172,1,1.609,,2,,,,
S27703962,Tree Swallow,Tachycineta bicolor,23533,3,US-TX,Brewster,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,2017-12-11,04:50 PM,eBird - Traveling Count,104,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S85765794,Tree Swallow,Tachycineta bicolor,23533,4,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2015-10-09,05:20 PM,eBird - Traveling Count,66,1,1.028,,2,,,"60 degrees, strong northern wind.",
S29471925,Violet-green Swallow,Tachycineta thalassina,23543,4,US-TX,Denton,L128911,Big Bend NP--Chisos Basin (FWTX 42),29.2722493,-103.298049,2017-06-30,07:10 AM,eBird - Traveling Count,480,1,14.484,,1,,,"Pinnacle + Boot Canyon Trail <br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S38203066,Violet-green Swallow,Tachycineta thalassina,23543,2,US-AZ,Coconino,L281856,Grand Canyon NP--South Rim,36.016,-112.09,2020-07-01,09:40 AM,eBird - Traveling Count,605,1,40.234,,2,,,,
S24332688,Violet-green Swallow,Tachycineta thalassina,23543,2,US-CA,Santa Clara,L1608963,Penitencia Creek Trail,37.3924312,-121.8375721,2016-05-07,07:40 PM,eBird - Traveling Count,45,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S85753007,Bank Swallow,Riparia riparia,23564,1,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2015-10-09,01:21 PM,eBird - Traveling Count,158,1,7.725,,1,,,,
S29147330,Bank Swallow,Riparia riparia,23564,4,US-TX,Harris,L1506352,"Yacht Basin Rd., Bolivar",29.5106921,-94.5096889,2018-10-19,12:45 PM,eBird - Stationary Count,25,0,,,35,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S85765794,Bank Swallow,Riparia riparia,23564,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2015-10-09,05:20 PM,eBird - Traveling Count,66,1,1.028,,2,,,"60 degrees, strong northern wind.",
S28919233,Barn Swallow,Hirundo rustica,23610,2,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2016-06-14,09:25 AM,eBird - Traveling Count,150,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S36968939,Barn Swallow,Hirundo rustica,23610,1,US-TX,Comal,L5854930,1441 (Private),30.159205,-97.3144913,2018-04-22,07:50 AM,eBird - Traveling Count,86,1,1.207,,1,,,"65 degrees, clear skies, little to no wind.",
S24901991,Barn Swallow,Hirundo rustica,23610,7,US-TX,Dallas,L1345402,Bamberger Nature Park,29.5601056,-98.6302328,2016-01-03,04:00 PM,eBird - Traveling Count,68,1,2.575,,1,,,"<br />Submitted from eBird for iOS, version 1.1.1 Build 19",
S86872767,Barn Swallow,Hirundo rustica,23610,1,US-TX,Denton,L128907,Big Bend NP--Rio Grande Village (FWTX 44),29.1809226,-102.9557133,2017-07-17,08:45 AM,eBird - Traveling Count,118,1,1.9,,1,,,Rio Grande Village Campgrounds,
S29147372,Barn Swallow,Hirundo rustica,23610,5,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2018-10-19,07:15 AM,eBird - Traveling Count,132,1,4.023,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S38203068,Barn Swallow,Hirundo rustica,23610,5,US-AZ,Coconino,L6099424,Highway 64 - KOA,35.328147,-112.157205,2019-08-31,06:45 AM,eBird - Casual Observation,,0,,,1,,,,
S24529998,Barn Swallow,Hirundo rustica,23610,75,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2016-04-22,07:00 PM,eBird - Stationary Count,30,1,,,1,,Large group feeding over freshly cut crop field.,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S28373572,Barn Swallow,Hirundo rustica,23610,5,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2016-04-05,06:02 PM,eBird - Traveling Count,37,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S53635448,Barn Swallow,Hirundo rustica,23610,1,US-TX,Bastrop,L989665,Wolf Springs Rd. E.  (incl. Blue Sky Sod Farm),32.5590397,-96.5870762,2014-07-09,10:14 AM,eBird - Traveling Count,110,1,6.437,,1,,,"75 degrees, clear, wind 10-20 mph.",
S54581782,Barn Swallow,Hirundo rustica,23610,3,US-TX,Brazoria,L366519,Lewisville Lake Park,33.0703978,-96.9915962,2017-12-23,09:58 AM,eBird - Traveling Count,34,1,1.609,,1,,,,
S38163787,Barn Swallow,Hirundo rustica,23610,4,US-NM,Dona Ana,L280626,Mesilla Valley Bosque SP,32.2525151,-106.8224716,2017-04-15,07:27 AM,eBird - Traveling Count,60,1,.402,,1,,,,
S18494951,Barn Swallow,Hirundo rustica,23610,5,US-TX,Chambers,L141106,Brazos Bend SP (UTC 117),29.3735739,-95.6230259,2018-12-26,05:15 PM,eBird - Traveling Count,150,1,3.219,,4,,,,
S36172944,Barn Swallow,Hirundo rustica,23610,2,US-TX,Harris,L1141373,"Bob Road, Bolivar",29.4630283,-94.6309519,2016-03-24,01:10 PM,eBird - Traveling Count,26,1,.322,,2,,,,
S28927489,Barn Swallow,Hirundo rustica,23610,1,US-TX,Fort Bend,L374130,Blucher Park (CTC 071),27.791317,-97.399174,2016-06-14,05:54 PM,eBird - Traveling Count,36,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S24402108,Barn Swallow,Hirundo rustica,23610,4,US-CA,San Francisco,L1004802,Presidio--Crissy Field Lagoon,37.8047658,-122.4562311,2017-07-28,12:32 PM,eBird - Traveling Count,25,1,1.127,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S24332123,Barn Swallow,Hirundo rustica,23610,2,US-CA,Santa Clara,L3803626,Camelot Drive,37.402976,-121.836566,2016-05-07,02:30 PM,eBird - Stationary Count,160,1,,,1,,,"Sunny, windy, 90 degrees. Watched for birds out the back window and from the back porch on and off. <br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S92154898,Barn Swallow,Hirundo rustica,23610,1,US-CA,Santa Cruz,L839427,Santa Cruz Harbor--lower harbor and jetty,36.9630553,-122.0021118,2021-11-28,02:53 PM,eBird - Traveling Count,12,1,.45,,1,,,,
S46851216,Barn Swallow,Hirundo rustica,23610,2,US-TX,Collin,L697965,"Berry Springs Park, Georgetown",30.6820084,-97.6417637,2019-03-10,08:14 AM,eBird - Traveling Count,58,1,2.647,,1,,,"83 degrees, partly cloudy, little to no wind.",
S85753007,Cliff Swallow,Petrochelidon pyrrhonota,23704,6,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2015-10-09,01:21 PM,eBird - Traveling Count,158,1,7.725,,1,,,,
S67680025,Cliff Swallow,Petrochelidon pyrrhonota,23704,1,US-TX,Comal,L11225389,Double Eagle Ranch Dr. (Private),30.1569812,-97.4866146,2019-05-11,07:35 AM,eBird - Traveling Count,55,1,1.609,,1,,,"68 degrees, clear sky, little to no wind.",
S17964947,Cliff Swallow,Petrochelidon pyrrhonota,23704,6,US-TX,Dallas,L2509828,Bamberger Park,29.5551359,-98.6289132,2015-07-27,11:25 AM,eBird - Traveling Count,60,1,1.609,,2,ON Occupied Nest,,"73 degrees. Overcast, wind 10 mph.",
S29494625,Cliff Swallow,Petrochelidon pyrrhonota,23704,5,US-TX,Denton,L128902,Big Bend NP--Hot Springs,29.1823997,-102.9935989,2015-07-25,10:50 AM,eBird - Traveling Count,20,0,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S29147372,Cliff Swallow,Petrochelidon pyrrhonota,23704,1,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2018-10-19,07:15 AM,eBird - Traveling Count,132,1,4.023,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S24535534,Cliff Swallow,Petrochelidon pyrrhonota,23704,1,US-TX,Tarrant,L207868,Heard Nat. Sci. Mus.& Wildlife Sanct,33.1584503,-96.6153376,2016-04-23,08:56 AM,eBird - Traveling Count,105,1,3.219,,2,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S37459776,Cliff Swallow,Petrochelidon pyrrhonota,23704,10,US-TX,Williamson,L1437688,Canyon Lake--Overlook Park/SE Nature trails,29.8603424,-98.1966476,2017-02-04,07:15 PM,eBird - Traveling Count,35,1,.161,,2,,,,
S18494951,Cliff Swallow,Petrochelidon pyrrhonota,23704,5,US-TX,Chambers,L141106,Brazos Bend SP (UTC 117),29.3735739,-95.6230259,2018-12-26,05:15 PM,eBird - Traveling Count,150,1,3.219,,4,,,,
S44824088,Cliff Swallow,Petrochelidon pyrrhonota,23704,1,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2017-12-24,09:55 AM,eBird - Traveling Count,54,1,1.609,,2,,,,
S24332688,Cliff Swallow,Petrochelidon pyrrhonota,23704,X,US-CA,Santa Clara,L1608963,Penitencia Creek Trail,37.3924312,-121.8375721,2016-05-07,07:40 PM,eBird - Traveling Count,45,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
